/home/haoran/.local/lib/python3.8/site-packages/torch/optim/lr_scheduler.py:138: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
  warnings.warn("Detected call of `lr_scheduler.step()` before `optimizer.step()`. "
[0: 38/379] train loss: 1.097188 accuracy: 0.718750
[0: 39/379] train loss: 0.641669 accuracy: 0.843750
[0: 40/379] train loss: 0.637180 accuracy: 0.812500
[0: 40/379] [94mtest[39m loss: 1.342351 accuracy: 0.468750
[0: 41/379] train loss: 0.614485 accuracy: 0.843750
[0: 42/379] train loss: 0.574984 accuracy: 0.875000
[0: 43/379] train loss: 0.726525 accuracy: 0.812500
[0: 44/379] train loss: 1.354284 accuracy: 0.593750
[0: 45/379] train loss: 0.463060 accuracy: 0.812500
[0: 46/379] train loss: 0.516862 accuracy: 0.875000
[0: 47/379] train loss: 0.869714 accuracy: 0.718750
[0: 48/379] train loss: 0.803859 accuracy: 0.750000
[0: 49/379] train loss: 0.609946 accuracy: 0.812500
[0: 50/379] train loss: 0.425054 accuracy: 0.906250
[0: 50/379] [94mtest[39m loss: 0.723539 accuracy: 0.812500
[0: 51/379] train loss: 0.787306 accuracy: 0.781250
[0: 52/379] train loss: 0.702941 accuracy: 0.750000
[0: 53/379] train loss: 0.894695 accuracy: 0.750000
[0: 54/379] train loss: 0.687164 accuracy: 0.718750
[0: 55/379] train loss: 0.933516 accuracy: 0.656250
[0: 56/379] train loss: 0.733911 accuracy: 0.843750
[0: 57/379] train loss: 0.702612 accuracy: 0.812500
[0: 58/379] train loss: 0.441718 accuracy: 0.906250
[0: 59/379] train loss: 0.594900 accuracy: 0.843750
[0: 60/379] train loss: 0.449787 accuracy: 0.906250
[0: 60/379] [94mtest[39m loss: 1.010116 accuracy: 0.718750
[0: 61/379] train loss: 0.373060 accuracy: 0.906250
[0: 62/379] train loss: 0.598226 accuracy: 0.843750
[0: 63/379] train loss: 0.634649 accuracy: 0.750000
[0: 64/379] train loss: 0.490033 accuracy: 0.843750
[0: 65/379] train loss: 0.777385 accuracy: 0.875000
[0: 66/379] train loss: 0.643299 accuracy: 0.781250
[0: 67/379] train loss: 0.451408 accuracy: 0.875000
[0: 68/379] train loss: 0.737528 accuracy: 0.843750
[0: 69/379] train loss: 1.323870 accuracy: 0.687500
[0: 70/379] train loss: 0.606803 accuracy: 0.875000
[0: 70/379] [94mtest[39m loss: 1.069518 accuracy: 0.718750
[0: 71/379] train loss: 0.893019 accuracy: 0.781250
[0: 72/379] train loss: 0.436675 accuracy: 0.812500
[0: 73/379] train loss: 0.550424 accuracy: 0.875000
[0: 74/379] train loss: 0.424451 accuracy: 0.875000
[0: 75/379] train loss: 0.690977 accuracy: 0.781250
[0: 76/379] train loss: 0.993407 accuracy: 0.718750
[0: 77/379] train loss: 0.741751 accuracy: 0.812500
[0: 78/379] train loss: 0.915636 accuracy: 0.781250
[0: 79/379] train loss: 0.855822 accuracy: 0.750000
[0: 80/379] train loss: 0.471609 accuracy: 0.812500
[0: 80/379] [94mtest[39m loss: 0.615177 accuracy: 0.781250
[0: 81/379] train loss: 0.453742 accuracy: 0.875000
[0: 82/379] train loss: 0.587258 accuracy: 0.875000
[0: 83/379] train loss: 0.608096 accuracy: 0.750000
[0: 84/379] train loss: 0.438214 accuracy: 0.781250
[0: 85/379] train loss: 0.807564 accuracy: 0.687500
[0: 86/379] train loss: 0.839677 accuracy: 0.718750
[0: 87/379] train loss: 0.979800 accuracy: 0.750000
[0: 88/379] train loss: 0.840094 accuracy: 0.781250
[0: 89/379] train loss: 0.518439 accuracy: 0.906250
[0: 90/379] train loss: 0.498205 accuracy: 0.843750
[0: 90/379] [94mtest[39m loss: 0.434822 accuracy: 0.906250
[0: 91/379] train loss: 0.721699 accuracy: 0.781250
[0: 92/379] train loss: 0.529478 accuracy: 0.843750
[0: 93/379] train loss: 0.857841 accuracy: 0.750000
[0: 94/379] train loss: 0.783278 accuracy: 0.750000
[0: 95/379] train loss: 0.429226 accuracy: 0.875000
[0: 96/379] train loss: 0.621384 accuracy: 0.718750
[0: 97/379] train loss: 0.513309 accuracy: 0.875000
[0: 98/379] train loss: 0.527088 accuracy: 0.875000
[0: 99/379] train loss: 0.556219 accuracy: 0.812500
[0: 100/379] train loss: 0.556798 accuracy: 0.812500
[0: 100/379] [94mtest[39m loss: 0.776402 accuracy: 0.812500
[0: 101/379] train loss: 0.295478 accuracy: 0.937500
[0: 102/379] train loss: 0.643738 accuracy: 0.843750
[0: 103/379] train loss: 0.587123 accuracy: 0.875000
[0: 104/379] train loss: 0.365579 accuracy: 0.906250
[0: 105/379] train loss: 0.680944 accuracy: 0.781250
[0: 106/379] train loss: 0.451024 accuracy: 0.906250
[0: 107/379] train loss: 0.389669 accuracy: 0.843750
[0: 108/379] train loss: 0.478331 accuracy: 0.843750
[0: 109/379] train loss: 0.223231 accuracy: 0.968750
[0: 110/379] train loss: 0.647607 accuracy: 0.812500
[0: 110/379] [94mtest[39m loss: 1.380300 accuracy: 0.656250
[0: 111/379] train loss: 0.537095 accuracy: 0.875000
[0: 112/379] train loss: 0.647608 accuracy: 0.781250
[0: 113/379] train loss: 0.425900 accuracy: 0.875000
[0: 114/379] train loss: 0.532070 accuracy: 0.875000
[0: 115/379] train loss: 0.291956 accuracy: 0.937500
[0: 116/379] train loss: 0.309992 accuracy: 0.906250
[0: 117/379] train loss: 0.662186 accuracy: 0.750000
[0: 118/379] train loss: 0.265098 accuracy: 0.937500
[0: 119/379] train loss: 0.431363 accuracy: 0.906250
[0: 120/379] train loss: 0.644376 accuracy: 0.843750
[0: 120/379] [94mtest[39m loss: 0.435664 accuracy: 0.875000
[0: 121/379] train loss: 0.644564 accuracy: 0.875000
[0: 122/379] train loss: 0.613817 accuracy: 0.812500
[0: 123/379] train loss: 0.542563 accuracy: 0.812500
[0: 124/379] train loss: 0.379848 accuracy: 0.906250
[0: 125/379] train loss: 0.530704 accuracy: 0.875000
[0: 126/379] train loss: 0.628949 accuracy: 0.875000
[0: 127/379] train loss: 0.594168 accuracy: 0.750000
[0: 128/379] train loss: 0.507543 accuracy: 0.843750
[0: 129/379] train loss: 0.503403 accuracy: 0.750000
[0: 130/379] train loss: 0.522321 accuracy: 0.843750
[0: 130/379] [94mtest[39m loss: 0.274646 accuracy: 0.968750
[0: 131/379] train loss: 0.586879 accuracy: 0.812500
[0: 132/379] train loss: 0.167616 accuracy: 0.968750
[0: 133/379] train loss: 0.409917 accuracy: 0.875000
[0: 134/379] train loss: 0.540954 accuracy: 0.812500
[0: 135/379] train loss: 0.529972 accuracy: 0.812500
[0: 136/379] train loss: 0.530130 accuracy: 0.875000
[0: 137/379] train loss: 0.237957 accuracy: 0.968750
[0: 138/379] train loss: 0.675590 accuracy: 0.843750
[0: 139/379] train loss: 0.304908 accuracy: 0.906250
[0: 140/379] train loss: 0.644639 accuracy: 0.750000
[0: 140/379] [94mtest[39m loss: 0.197794 accuracy: 0.968750
[0: 141/379] train loss: 0.456650 accuracy: 0.875000
[0: 142/379] train loss: 0.590751 accuracy: 0.781250
[0: 143/379] train loss: 0.715705 accuracy: 0.781250
[0: 144/379] train loss: 0.490543 accuracy: 0.906250
[0: 145/379] train loss: 0.296303 accuracy: 0.875000
[0: 146/379] train loss: 0.594961 accuracy: 0.843750
[0: 147/379] train loss: 0.607199 accuracy: 0.875000
[0: 148/379] train loss: 0.478176 accuracy: 0.906250
[0: 149/379] train loss: 0.743803 accuracy: 0.843750
[0: 150/379] train loss: 0.361093 accuracy: 0.906250
[0: 150/379] [94mtest[39m loss: 0.911043 accuracy: 0.750000
[0: 151/379] train loss: 0.718391 accuracy: 0.812500
[0: 152/379] train loss: 0.501070 accuracy: 0.906250
[0: 153/379] train loss: 0.483115 accuracy: 0.906250
[0: 154/379] train loss: 0.556898 accuracy: 0.812500
[0: 155/379] train loss: 0.267828 accuracy: 0.906250
[0: 156/379] train loss: 0.455082 accuracy: 0.843750
[0: 157/379] train loss: 0.384434 accuracy: 0.843750
[0: 158/379] train loss: 0.684233 accuracy: 0.750000
[0: 159/379] train loss: 0.385178 accuracy: 0.906250
[0: 160/379] train loss: 0.617500 accuracy: 0.812500
[0: 160/379] [94mtest[39m loss: 0.561010 accuracy: 0.812500
[0: 161/379] train loss: 0.491119 accuracy: 0.843750
[0: 162/379] train loss: 0.369267 accuracy: 0.937500
[0: 163/379] train loss: 0.661865 accuracy: 0.906250
[0: 164/379] train loss: 0.274095 accuracy: 0.906250
[0: 165/379] train loss: 0.523130 accuracy: 0.906250
[0: 166/379] train loss: 0.469984 accuracy: 0.875000
[0: 167/379] train loss: 0.402520 accuracy: 0.843750
[0: 168/379] train loss: 0.659486 accuracy: 0.812500
[0: 169/379] train loss: 0.550757 accuracy: 0.843750
[0: 170/379] train loss: 0.403934 accuracy: 0.875000
[0: 170/379] [94mtest[39m loss: 0.312862 accuracy: 0.875000
[0: 171/379] train loss: 0.353808 accuracy: 0.843750
[0: 172/379] train loss: 0.545289 accuracy: 0.812500
[0: 173/379] train loss: 0.632035 accuracy: 0.843750
[0: 174/379] train loss: 1.050531 accuracy: 0.718750
[0: 175/379] train loss: 0.322352 accuracy: 0.875000
[0: 176/379] train loss: 0.384953 accuracy: 0.875000
[0: 177/379] train loss: 0.384058 accuracy: 0.906250
[0: 178/379] train loss: 0.211055 accuracy: 0.906250
[0: 179/379] train loss: 0.235981 accuracy: 0.937500
[0: 180/379] train loss: 0.691424 accuracy: 0.875000
[0: 180/379] [94mtest[39m loss: 0.135422 accuracy: 0.968750
[0: 181/379] train loss: 0.569638 accuracy: 0.781250
[0: 182/379] train loss: 0.611187 accuracy: 0.812500
[0: 183/379] train loss: 0.342195 accuracy: 0.875000
[0: 184/379] train loss: 0.299081 accuracy: 0.906250
[0: 185/379] train loss: 0.421354 accuracy: 0.843750
[0: 186/379] train loss: 0.564483 accuracy: 0.750000
[0: 187/379] train loss: 0.181634 accuracy: 0.968750
[0: 188/379] train loss: 0.349684 accuracy: 0.906250
[0: 189/379] train loss: 0.499234 accuracy: 0.843750
[0: 190/379] train loss: 0.315913 accuracy: 0.906250
[0: 190/379] [94mtest[39m loss: 0.628092 accuracy: 0.843750
[0: 191/379] train loss: 0.134532 accuracy: 1.000000
[0: 192/379] train loss: 0.265122 accuracy: 0.875000
[0: 193/379] train loss: 0.339836 accuracy: 0.937500
[0: 194/379] train loss: 0.657847 accuracy: 0.812500
[0: 195/379] train loss: 0.606920 accuracy: 0.781250
[0: 196/379] train loss: 0.448585 accuracy: 0.875000
[0: 197/379] train loss: 0.896805 accuracy: 0.781250
[0: 198/379] train loss: 0.506700 accuracy: 0.812500
[0: 199/379] train loss: 0.146711 accuracy: 0.968750
[0: 200/379] train loss: 0.447749 accuracy: 0.906250
[0: 200/379] [94mtest[39m loss: 0.298240 accuracy: 0.937500
[0: 201/379] train loss: 0.440353 accuracy: 0.875000
[0: 202/379] train loss: 0.386604 accuracy: 0.812500
[0: 203/379] train loss: 0.600692 accuracy: 0.875000
[0: 204/379] train loss: 0.169481 accuracy: 0.968750
[0: 205/379] train loss: 0.478461 accuracy: 0.843750
[0: 206/379] train loss: 0.472306 accuracy: 0.875000
[0: 207/379] train loss: 0.386959 accuracy: 0.750000
[0: 208/379] train loss: 1.004594 accuracy: 0.718750
[0: 209/379] train loss: 0.528993 accuracy: 0.781250
[0: 210/379] train loss: 0.582443 accuracy: 0.875000
[0: 210/379] [94mtest[39m loss: 0.548183 accuracy: 0.812500
[0: 211/379] train loss: 0.501496 accuracy: 0.843750
[0: 212/379] train loss: 0.398782 accuracy: 0.875000
[0: 213/379] train loss: 0.494963 accuracy: 0.843750
[0: 214/379] train loss: 0.530176 accuracy: 0.812500
[0: 215/379] train loss: 0.395076 accuracy: 0.906250
[0: 216/379] train loss: 0.686763 accuracy: 0.812500
[0: 217/379] train loss: 0.495221 accuracy: 0.843750
[0: 218/379] train loss: 0.405005 accuracy: 0.906250
[0: 219/379] train loss: 0.453068 accuracy: 0.812500
[0: 220/379] train loss: 0.454840 accuracy: 0.875000
[0: 220/379] [94mtest[39m loss: 0.964350 accuracy: 0.750000
[0: 221/379] train loss: 0.509015 accuracy: 0.843750
[0: 222/379] train loss: 0.638824 accuracy: 0.750000
[0: 223/379] train loss: 0.418652 accuracy: 0.843750
[0: 224/379] train loss: 0.340587 accuracy: 0.906250
[0: 225/379] train loss: 0.344656 accuracy: 0.906250
[0: 226/379] train loss: 0.867720 accuracy: 0.718750
[0: 227/379] train loss: 0.479228 accuracy: 0.843750
[0: 228/379] train loss: 0.504277 accuracy: 0.843750
[0: 229/379] train loss: 0.454318 accuracy: 0.843750
[0: 230/379] train loss: 0.678539 accuracy: 0.781250
[0: 230/379] [94mtest[39m loss: 0.414552 accuracy: 0.843750
[0: 231/379] train loss: 0.272976 accuracy: 1.000000
[0: 232/379] train loss: 0.216256 accuracy: 0.968750
[0: 233/379] train loss: 0.416377 accuracy: 0.937500
[0: 234/379] train loss: 0.403721 accuracy: 0.937500
[0: 235/379] train loss: 0.467771 accuracy: 0.843750
[0: 236/379] train loss: 0.208708 accuracy: 0.968750
[0: 237/379] train loss: 0.471096 accuracy: 0.875000
[0: 238/379] train loss: 0.456180 accuracy: 0.843750
[0: 239/379] train loss: 0.397778 accuracy: 0.906250
[0: 240/379] train loss: 0.204916 accuracy: 0.968750
[0: 240/379] [94mtest[39m loss: 0.206174 accuracy: 0.937500
[0: 241/379] train loss: 0.342194 accuracy: 0.906250
[0: 242/379] train loss: 0.268137 accuracy: 0.968750
[0: 243/379] train loss: 0.525980 accuracy: 0.843750
[0: 244/379] train loss: 0.693557 accuracy: 0.843750
[0: 245/379] train loss: 0.372273 accuracy: 0.875000
[0: 246/379] train loss: 0.573060 accuracy: 0.812500
[0: 247/379] train loss: 0.465419 accuracy: 0.843750
[0: 248/379] train loss: 0.348107 accuracy: 0.906250
[0: 249/379] train loss: 0.461435 accuracy: 0.875000
[0: 250/379] train loss: 0.540126 accuracy: 0.875000
[0: 250/379] [94mtest[39m loss: 0.237866 accuracy: 0.937500
[0: 251/379] train loss: 0.678073 accuracy: 0.812500
[0: 252/379] train loss: 0.444984 accuracy: 0.906250
[0: 253/379] train loss: 0.388408 accuracy: 0.875000
[0: 254/379] train loss: 0.315457 accuracy: 0.906250
[0: 255/379] train loss: 1.120475 accuracy: 0.750000
[0: 256/379] train loss: 0.592339 accuracy: 0.781250
[0: 257/379] train loss: 0.215280 accuracy: 0.968750
[0: 258/379] train loss: 0.546635 accuracy: 0.781250
[0: 259/379] train loss: 0.385484 accuracy: 0.937500
[0: 260/379] train loss: 0.173508 accuracy: 0.968750
[0: 260/379] [94mtest[39m loss: 0.452697 accuracy: 0.906250
[0: 261/379] train loss: 0.308366 accuracy: 0.906250
[0: 262/379] train loss: 0.410095 accuracy: 0.875000
[0: 263/379] train loss: 0.191196 accuracy: 0.968750
[0: 264/379] train loss: 0.518080 accuracy: 0.843750
[0: 265/379] train loss: 0.285423 accuracy: 0.937500
[0: 266/379] train loss: 0.174963 accuracy: 0.968750
[0: 267/379] train loss: 0.326980 accuracy: 0.937500
[0: 268/379] train loss: 0.609016 accuracy: 0.812500
[0: 269/379] train loss: 0.088905 accuracy: 1.000000
[0: 270/379] train loss: 0.498958 accuracy: 0.781250
[0: 270/379] [94mtest[39m loss: 0.276343 accuracy: 0.875000
[0: 271/379] train loss: 0.172838 accuracy: 0.968750
[0: 272/379] train loss: 0.480028 accuracy: 0.875000
[0: 273/379] train loss: 0.886245 accuracy: 0.750000
[0: 274/379] train loss: 0.690237 accuracy: 0.781250
[0: 275/379] train loss: 0.125788 accuracy: 1.000000
[0: 276/379] train loss: 0.596020 accuracy: 0.781250
[0: 277/379] train loss: 0.384736 accuracy: 0.875000
[0: 278/379] train loss: 0.354738 accuracy: 0.843750
[0: 279/379] train loss: 0.207474 accuracy: 0.968750
[0: 280/379] train loss: 0.865546 accuracy: 0.750000
[0: 280/379] [94mtest[39m loss: 0.208161 accuracy: 0.937500
[0: 281/379] train loss: 0.415386 accuracy: 0.812500
[0: 282/379] train loss: 0.721932 accuracy: 0.812500
[0: 283/379] train loss: 0.253718 accuracy: 0.875000
[0: 284/379] train loss: 0.328008 accuracy: 0.937500
[0: 285/379] train loss: 0.633836 accuracy: 0.781250
[0: 286/379] train loss: 0.476765 accuracy: 0.843750
[0: 287/379] train loss: 0.280586 accuracy: 0.906250
[0: 288/379] train loss: 0.399850 accuracy: 0.906250
[0: 289/379] train loss: 0.346845 accuracy: 0.968750
[0: 290/379] train loss: 0.595987 accuracy: 0.843750
[0: 290/379] [94mtest[39m loss: 0.312582 accuracy: 0.875000
[0: 291/379] train loss: 0.761113 accuracy: 0.687500
[0: 292/379] train loss: 0.200944 accuracy: 0.968750
[0: 293/379] train loss: 0.458174 accuracy: 0.875000
[0: 294/379] train loss: 0.431455 accuracy: 0.843750
[0: 295/379] train loss: 0.325885 accuracy: 0.906250
[0: 296/379] train loss: 0.494788 accuracy: 0.843750
[0: 297/379] train loss: 0.721327 accuracy: 0.781250
[0: 298/379] train loss: 0.513136 accuracy: 0.718750
[0: 299/379] train loss: 0.431634 accuracy: 0.843750
[0: 300/379] train loss: 0.299162 accuracy: 0.906250
[0: 300/379] [94mtest[39m loss: 0.283959 accuracy: 0.937500
[0: 301/379] train loss: 0.328005 accuracy: 0.937500
[0: 302/379] train loss: 0.263949 accuracy: 0.937500
[0: 303/379] train loss: 0.327877 accuracy: 0.906250
[0: 304/379] train loss: 0.353222 accuracy: 0.906250
[0: 305/379] train loss: 0.538327 accuracy: 0.906250
[0: 306/379] train loss: 0.483256 accuracy: 0.906250
[0: 307/379] train loss: 0.377448 accuracy: 0.937500
[0: 308/379] train loss: 0.189876 accuracy: 0.937500
[0: 309/379] train loss: 0.422684 accuracy: 0.875000
[0: 310/379] train loss: 0.356474 accuracy: 0.875000
[0: 310/379] [94mtest[39m loss: 0.097420 accuracy: 1.000000
[0: 311/379] train loss: 0.237998 accuracy: 0.906250
[0: 312/379] train loss: 0.332414 accuracy: 0.906250
[0: 313/379] train loss: 0.636935 accuracy: 0.750000
[0: 314/379] train loss: 0.558500 accuracy: 0.843750
[0: 315/379] train loss: 0.277875 accuracy: 0.906250
[0: 316/379] train loss: 0.247897 accuracy: 0.906250
[0: 317/379] train loss: 0.512827 accuracy: 0.906250
[0: 318/379] train loss: 1.033156 accuracy: 0.718750
[0: 319/379] train loss: 0.301755 accuracy: 0.906250
[0: 320/379] train loss: 0.392644 accuracy: 0.937500
[0: 320/379] [94mtest[39m loss: 0.366284 accuracy: 0.937500
[0: 321/379] train loss: 0.288108 accuracy: 0.937500
[0: 322/379] train loss: 0.393448 accuracy: 0.843750
[0: 323/379] train loss: 0.603510 accuracy: 0.843750
[0: 324/379] train loss: 0.577790 accuracy: 0.812500
[0: 325/379] train loss: 0.436628 accuracy: 0.875000
[0: 326/379] train loss: 0.622072 accuracy: 0.812500
[0: 327/379] train loss: 0.387537 accuracy: 0.843750
[0: 328/379] train loss: 0.445701 accuracy: 0.843750
[0: 329/379] train loss: 0.258295 accuracy: 0.906250
[0: 330/379] train loss: 0.444322 accuracy: 0.843750
[0: 330/379] [94mtest[39m loss: 0.280594 accuracy: 0.906250
[0: 331/379] train loss: 0.331308 accuracy: 0.937500
[0: 332/379] train loss: 0.325701 accuracy: 0.875000
[0: 333/379] train loss: 0.533522 accuracy: 0.875000
[0: 334/379] train loss: 0.590006 accuracy: 0.812500
[0: 335/379] train loss: 0.529601 accuracy: 0.718750
[0: 336/379] train loss: 0.532521 accuracy: 0.843750
[0: 337/379] train loss: 0.644157 accuracy: 0.843750
[0: 338/379] train loss: 0.251710 accuracy: 0.968750
[0: 339/379] train loss: 0.376317 accuracy: 0.875000
[0: 340/379] train loss: 0.763618 accuracy: 0.812500
[0: 340/379] [94mtest[39m loss: 0.131464 accuracy: 0.937500
[0: 341/379] train loss: 0.243987 accuracy: 0.906250
[0: 342/379] train loss: 0.680531 accuracy: 0.781250
[0: 343/379] train loss: 0.238881 accuracy: 0.937500
[0: 344/379] train loss: 0.292250 accuracy: 0.906250
[0: 345/379] train loss: 0.362806 accuracy: 0.843750
[0: 346/379] train loss: 0.347895 accuracy: 0.875000
[0: 347/379] train loss: 0.390451 accuracy: 0.906250
[0: 348/379] train loss: 0.413035 accuracy: 0.906250
[0: 349/379] train loss: 0.317807 accuracy: 0.906250
[0: 350/379] train loss: 0.294305 accuracy: 0.906250
[0: 350/379] [94mtest[39m loss: 0.198873 accuracy: 0.968750
[0: 351/379] train loss: 0.428610 accuracy: 0.875000
[0: 352/379] train loss: 0.430191 accuracy: 0.843750
[0: 353/379] train loss: 0.351757 accuracy: 0.843750
[0: 354/379] train loss: 0.140439 accuracy: 1.000000
[0: 355/379] train loss: 0.415038 accuracy: 0.906250
[0: 356/379] train loss: 0.166243 accuracy: 0.968750
[0: 357/379] train loss: 0.326338 accuracy: 0.843750
[0: 358/379] train loss: 0.300222 accuracy: 0.875000
[0: 359/379] train loss: 0.225277 accuracy: 0.968750
[0: 360/379] train loss: 0.270420 accuracy: 0.937500
[0: 360/379] [94mtest[39m loss: 0.251377 accuracy: 0.937500
[0: 361/379] train loss: 0.530360 accuracy: 0.875000
[0: 362/379] train loss: 0.288880 accuracy: 0.906250
[0: 363/379] train loss: 0.166768 accuracy: 0.968750
[0: 364/379] train loss: 0.359556 accuracy: 0.937500
[0: 365/379] train loss: 0.604238 accuracy: 0.812500
[0: 366/379] train loss: 0.377441 accuracy: 0.906250
[0: 367/379] train loss: 0.283798 accuracy: 0.937500
[0: 368/379] train loss: 0.192453 accuracy: 0.968750
[0: 369/379] train loss: 0.341534 accuracy: 0.875000
[0: 370/379] train loss: 0.225762 accuracy: 0.937500
[0: 370/379] [94mtest[39m loss: 0.171822 accuracy: 0.968750
[0: 371/379] train loss: 0.529392 accuracy: 0.875000
[0: 372/379] train loss: 0.372660 accuracy: 0.906250
[0: 373/379] train loss: 0.430133 accuracy: 0.875000
[0: 374/379] train loss: 0.587932 accuracy: 0.812500
[0: 375/379] train loss: 0.303888 accuracy: 0.843750
[0: 376/379] train loss: 0.430019 accuracy: 0.875000
[0: 377/379] train loss: 0.258665 accuracy: 0.937500
[0: 378/379] train loss: 0.327502 accuracy: 0.906250
[0: 379/379] train loss: 0.916778 accuracy: 0.156250
[1: 0/379] train loss: 0.298888 accuracy: 0.906250
[1: 0/379] [94mtest[39m loss: 0.485381 accuracy: 0.812500
[1: 1/379] train loss: 0.134164 accuracy: 0.968750
[1: 2/379] train loss: 0.298727 accuracy: 0.906250
[1: 3/379] train loss: 0.447581 accuracy: 0.875000
[1: 4/379] train loss: 0.282199 accuracy: 0.968750
[1: 5/379] train loss: 0.828782 accuracy: 0.843750
[1: 6/379] train loss: 0.420187 accuracy: 0.812500
[1: 7/379] train loss: 0.530867 accuracy: 0.937500
[1: 8/379] train loss: 0.489562 accuracy: 0.875000
[1: 9/379] train loss: 0.550173 accuracy: 0.843750
[1: 10/379] train loss: 0.469523 accuracy: 0.875000
[1: 10/379] [94mtest[39m loss: 0.614817 accuracy: 0.875000
[1: 11/379] train loss: 0.333669 accuracy: 0.906250
[1: 12/379] train loss: 0.163108 accuracy: 1.000000
[1: 13/379] train loss: 0.438468 accuracy: 0.906250
[1: 14/379] train loss: 0.262529 accuracy: 0.906250
[1: 15/379] train loss: 0.250791 accuracy: 0.906250
[1: 16/379] train loss: 0.495758 accuracy: 0.875000
[1: 17/379] train loss: 0.760049 accuracy: 0.843750
[1: 18/379] train loss: 0.347477 accuracy: 0.875000
[1: 19/379] train loss: 0.266701 accuracy: 0.968750
[1: 20/379] train loss: 0.298050 accuracy: 0.968750
[1: 20/379] [94mtest[39m loss: 0.128795 accuracy: 0.968750
[1: 21/379] train loss: 0.759383 accuracy: 0.843750
[1: 22/379] train loss: 0.111797 accuracy: 1.000000
[1: 23/379] train loss: 0.311802 accuracy: 0.875000
[1: 24/379] train loss: 0.399507 accuracy: 0.937500
[1: 25/379] train loss: 0.170552 accuracy: 0.968750
[1: 26/379] train loss: 0.108507 accuracy: 0.968750
[1: 27/379] train loss: 0.070977 accuracy: 1.000000
[1: 28/379] train loss: 0.345082 accuracy: 0.875000
[1: 29/379] train loss: 0.092314 accuracy: 0.968750
[1: 30/379] train loss: 0.209599 accuracy: 0.968750
[1: 30/379] [94mtest[39m loss: 0.114744 accuracy: 0.968750
[1: 31/379] train loss: 0.735727 accuracy: 0.843750
[1: 32/379] train loss: 0.321144 accuracy: 0.937500
[1: 33/379] train loss: 0.226894 accuracy: 0.968750
