Random Seed:  6058
{'Airplane': 0, 'Bag': 1, 'Cap': 2, 'Car': 3, 'Chair': 4, 'Earphone': 5, 'Guitar': 6, 'Knife': 7, 'Lamp': 8, 'Laptop': 9, 'Motorbike': 10, 'Mug': 11, 'Pistol': 12, 'Rocket': 13, 'Skateboard': 14, 'Table': 15}
{'Airplane': 4, 'Bag': 2, 'Cap': 2, 'Car': 4, 'Chair': 4, 'Earphone': 3, 'Guitar': 3, 'Knife': 2, 'Lamp': 4, 'Laptop': 2, 'Motorbike': 6, 'Mug': 2, 'Pistol': 3, 'Rocket': 3, 'Skateboard': 3, 'Table': 3} 4
{'Airplane': 0, 'Bag': 1, 'Cap': 2, 'Car': 3, 'Chair': 4, 'Earphone': 5, 'Guitar': 6, 'Knife': 7, 'Lamp': 8, 'Laptop': 9, 'Motorbike': 10, 'Mug': 11, 'Pistol': 12, 'Rocket': 13, 'Skateboard': 14, 'Table': 15}
{'Airplane': 4, 'Bag': 2, 'Cap': 2, 'Car': 4, 'Chair': 4, 'Earphone': 3, 'Guitar': 3, 'Knife': 2, 'Lamp': 4, 'Laptop': 2, 'Motorbike': 6, 'Mug': 2, 'Pistol': 3, 'Rocket': 3, 'Skateboard': 3, 'Table': 3} 4
{'Airplane': 0, 'Bag': 1, 'Cap': 2, 'Car': 3, 'Chair': 4, 'Earphone': 5, 'Guitar': 6, 'Knife': 7, 'Lamp': 8, 'Laptop': 9, 'Motorbike': 10, 'Mug': 11, 'Pistol': 12, 'Rocket': 13, 'Skateboard': 14, 'Table': 15}
{'Airplane': 4, 'Bag': 2, 'Cap': 2, 'Car': 4, 'Chair': 4, 'Earphone': 3, 'Guitar': 3, 'Knife': 2, 'Lamp': 4, 'Laptop': 2, 'Motorbike': 6, 'Mug': 2, 'Pistol': 3, 'Rocket': 3, 'Skateboard': 3, 'Table': 3} 4
12137 2874
classes 16
/home/haoran/.local/lib/python3.8/site-packages/torch/optim/lr_scheduler.py:138: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
  warnings.warn("Detected call of `lr_scheduler.step()` before `optimizer.step()`. "
[0: 35/379] train loss: 0.798761 accuracy: 0.781250
[0: 36/379] train loss: 0.660313 accuracy: 0.750000
[0: 37/379] train loss: 0.602727 accuracy: 0.812500
[0: 38/379] train loss: 0.762028 accuracy: 0.781250
[0: 39/379] train loss: 0.809997 accuracy: 0.843750
[0: 40/379] train loss: 0.961609 accuracy: 0.656250
[0: 40/379] [94mtest[39m loss: 1.352115 accuracy: 0.562500
[0: 41/379] train loss: 1.044642 accuracy: 0.687500
[0: 42/379] train loss: 0.863734 accuracy: 0.750000
[0: 43/379] train loss: 0.613639 accuracy: 0.843750
[0: 44/379] train loss: 1.013773 accuracy: 0.750000
[0: 45/379] train loss: 0.804558 accuracy: 0.718750
[0: 46/379] train loss: 1.015099 accuracy: 0.687500
[0: 47/379] train loss: 0.797623 accuracy: 0.781250
[0: 48/379] train loss: 1.089738 accuracy: 0.718750
[0: 49/379] train loss: 1.068562 accuracy: 0.625000
[0: 50/379] train loss: 0.848405 accuracy: 0.781250
[0: 50/379] [94mtest[39m loss: 0.431297 accuracy: 0.937500
[0: 51/379] train loss: 0.676308 accuracy: 0.875000
[0: 52/379] train loss: 0.814706 accuracy: 0.718750
[0: 53/379] train loss: 0.650433 accuracy: 0.812500
[0: 54/379] train loss: 0.788762 accuracy: 0.781250
[0: 55/379] train loss: 0.706801 accuracy: 0.781250
[0: 56/379] train loss: 1.119521 accuracy: 0.750000
[0: 57/379] train loss: 0.715105 accuracy: 0.750000
[0: 58/379] train loss: 0.815989 accuracy: 0.656250
[0: 59/379] train loss: 0.885759 accuracy: 0.687500
[0: 60/379] train loss: 0.440622 accuracy: 0.843750
[0: 60/379] [94mtest[39m loss: 0.326617 accuracy: 0.937500
[0: 61/379] train loss: 0.503299 accuracy: 0.875000
[0: 62/379] train loss: 0.373049 accuracy: 0.937500
[0: 63/379] train loss: 0.377862 accuracy: 0.875000
[0: 64/379] train loss: 0.669064 accuracy: 0.781250
[0: 65/379] train loss: 0.800632 accuracy: 0.750000
[0: 66/379] train loss: 1.036807 accuracy: 0.656250
[0: 67/379] train loss: 0.590466 accuracy: 0.843750
[0: 68/379] train loss: 0.807031 accuracy: 0.718750
[0: 69/379] train loss: 0.832191 accuracy: 0.656250
[0: 70/379] train loss: 0.336196 accuracy: 0.906250
[0: 70/379] [94mtest[39m loss: 0.352347 accuracy: 0.906250
[0: 71/379] train loss: 0.534274 accuracy: 0.812500
[0: 72/379] train loss: 1.059772 accuracy: 0.687500
[0: 73/379] train loss: 0.830108 accuracy: 0.718750
[0: 74/379] train loss: 0.883126 accuracy: 0.750000
[0: 75/379] train loss: 0.613740 accuracy: 0.875000
[0: 76/379] train loss: 0.615487 accuracy: 0.812500
[0: 77/379] train loss: 0.486439 accuracy: 0.843750
[0: 78/379] train loss: 0.743432 accuracy: 0.812500
[0: 79/379] train loss: 0.636283 accuracy: 0.781250
[0: 80/379] train loss: 0.509821 accuracy: 0.781250
[0: 80/379] [94mtest[39m loss: 1.439275 accuracy: 0.562500
[0: 81/379] train loss: 0.597068 accuracy: 0.875000
[0: 82/379] train loss: 0.718727 accuracy: 0.812500
[0: 83/379] train loss: 0.600095 accuracy: 0.843750
[0: 84/379] train loss: 0.528152 accuracy: 0.906250
[0: 85/379] train loss: 0.448315 accuracy: 0.875000
[0: 86/379] train loss: 0.828083 accuracy: 0.718750
[0: 87/379] train loss: 0.465529 accuracy: 0.843750
[0: 88/379] train loss: 0.667279 accuracy: 0.843750
[0: 89/379] train loss: 0.474920 accuracy: 0.875000
[0: 90/379] train loss: 0.380549 accuracy: 0.906250
[0: 90/379] [94mtest[39m loss: 0.467634 accuracy: 0.843750
[0: 91/379] train loss: 0.679729 accuracy: 0.781250
[0: 92/379] train loss: 0.423195 accuracy: 0.906250
[0: 93/379] train loss: 0.714167 accuracy: 0.718750
[0: 94/379] train loss: 0.538645 accuracy: 0.875000
[0: 95/379] train loss: 0.724533 accuracy: 0.718750
[0: 96/379] train loss: 0.787528 accuracy: 0.781250
[0: 97/379] train loss: 0.518990 accuracy: 0.875000
[0: 98/379] train loss: 0.727005 accuracy: 0.812500
[0: 99/379] train loss: 0.870360 accuracy: 0.718750
[0: 100/379] train loss: 0.375915 accuracy: 0.906250
[0: 100/379] [94mtest[39m loss: 0.185300 accuracy: 0.968750
[0: 101/379] train loss: 0.436095 accuracy: 0.906250
[0: 102/379] train loss: 0.356382 accuracy: 0.906250
[0: 103/379] train loss: 0.669291 accuracy: 0.843750
[0: 104/379] train loss: 0.382839 accuracy: 0.906250
[0: 105/379] train loss: 0.538494 accuracy: 0.843750
[0: 106/379] train loss: 0.384288 accuracy: 0.937500
[0: 107/379] train loss: 0.643599 accuracy: 0.875000
[0: 108/379] train loss: 0.354000 accuracy: 0.875000
[0: 109/379] train loss: 0.550334 accuracy: 0.843750
[0: 110/379] train loss: 0.758630 accuracy: 0.812500
[0: 110/379] [94mtest[39m loss: 0.255382 accuracy: 0.906250
[0: 111/379] train loss: 1.083664 accuracy: 0.718750
[0: 112/379] train loss: 0.485459 accuracy: 0.906250
[0: 113/379] train loss: 0.651684 accuracy: 0.843750
[0: 114/379] train loss: 0.471835 accuracy: 0.875000
[0: 115/379] train loss: 0.616934 accuracy: 0.906250
[0: 116/379] train loss: 0.778033 accuracy: 0.781250
[0: 117/379] train loss: 0.536873 accuracy: 0.843750
[0: 118/379] train loss: 0.707880 accuracy: 0.812500
[0: 119/379] train loss: 0.260566 accuracy: 0.968750
[0: 120/379] train loss: 0.334381 accuracy: 0.968750
[0: 120/379] [94mtest[39m loss: 0.675128 accuracy: 0.875000
[0: 121/379] train loss: 0.525818 accuracy: 0.843750
[0: 122/379] train loss: 0.944679 accuracy: 0.750000
[0: 123/379] train loss: 0.598448 accuracy: 0.875000
[0: 124/379] train loss: 0.239143 accuracy: 0.937500
[0: 125/379] train loss: 0.209359 accuracy: 0.937500
[0: 126/379] train loss: 0.363522 accuracy: 0.906250
[0: 127/379] train loss: 0.855190 accuracy: 0.812500
[0: 128/379] train loss: 0.429194 accuracy: 0.843750
[0: 129/379] train loss: 0.597860 accuracy: 0.843750
[0: 130/379] train loss: 0.335686 accuracy: 0.906250
[0: 130/379] [94mtest[39m loss: 0.731252 accuracy: 0.750000
[0: 131/379] train loss: 0.661304 accuracy: 0.875000
[0: 132/379] train loss: 0.403531 accuracy: 0.812500
[0: 133/379] train loss: 0.866337 accuracy: 0.687500
[0: 134/379] train loss: 0.394056 accuracy: 0.875000
[0: 135/379] train loss: 0.379038 accuracy: 0.875000
[0: 136/379] train loss: 0.408426 accuracy: 0.843750
[0: 137/379] train loss: 0.548317 accuracy: 0.875000
[0: 138/379] train loss: 0.857278 accuracy: 0.687500
[0: 139/379] train loss: 0.472268 accuracy: 0.843750
[0: 140/379] train loss: 0.459094 accuracy: 0.843750
[0: 140/379] [94mtest[39m loss: 0.327990 accuracy: 0.937500
[0: 141/379] train loss: 0.451980 accuracy: 0.843750
[0: 142/379] train loss: 0.606308 accuracy: 0.875000
[0: 143/379] train loss: 0.349219 accuracy: 0.906250
[0: 144/379] train loss: 0.935144 accuracy: 0.781250
[0: 145/379] train loss: 0.997884 accuracy: 0.718750
[0: 146/379] train loss: 0.505637 accuracy: 0.843750
[0: 147/379] train loss: 0.445837 accuracy: 0.843750
[0: 148/379] train loss: 0.416393 accuracy: 0.906250
[0: 149/379] train loss: 0.706783 accuracy: 0.750000
[0: 150/379] train loss: 0.557048 accuracy: 0.781250
[0: 150/379] [94mtest[39m loss: 0.469850 accuracy: 0.875000
[0: 151/379] train loss: 0.704535 accuracy: 0.812500
[0: 152/379] train loss: 0.349377 accuracy: 0.906250
[0: 153/379] train loss: 0.269876 accuracy: 0.906250
[0: 154/379] train loss: 0.465487 accuracy: 0.906250
[0: 155/379] train loss: 0.505134 accuracy: 0.843750
[0: 156/379] train loss: 0.732706 accuracy: 0.718750
[0: 157/379] train loss: 0.561789 accuracy: 0.843750
[0: 158/379] train loss: 0.486836 accuracy: 0.812500
[0: 159/379] train loss: 0.643311 accuracy: 0.781250
[0: 160/379] train loss: 0.433151 accuracy: 0.875000
[0: 160/379] [94mtest[39m loss: 0.603785 accuracy: 0.875000
[0: 161/379] train loss: 0.547837 accuracy: 0.812500
[0: 162/379] train loss: 0.559148 accuracy: 0.843750
[0: 163/379] train loss: 0.427786 accuracy: 0.843750
[0: 164/379] train loss: 0.509281 accuracy: 0.875000
[0: 165/379] train loss: 0.502383 accuracy: 0.906250
[0: 166/379] train loss: 0.366996 accuracy: 0.906250
[0: 167/379] train loss: 0.937692 accuracy: 0.687500
[0: 168/379] train loss: 0.490176 accuracy: 0.843750
[0: 169/379] train loss: 0.458054 accuracy: 0.875000
[0: 170/379] train loss: 0.397388 accuracy: 0.906250
[0: 170/379] [94mtest[39m loss: 0.620440 accuracy: 0.812500
[0: 171/379] train loss: 0.311546 accuracy: 0.937500
[0: 172/379] train loss: 0.689107 accuracy: 0.812500
[0: 173/379] train loss: 0.435421 accuracy: 0.937500
[0: 174/379] train loss: 0.533044 accuracy: 0.906250
[0: 175/379] train loss: 0.168165 accuracy: 0.937500
[0: 176/379] train loss: 0.232340 accuracy: 0.937500
[0: 177/379] train loss: 0.839094 accuracy: 0.687500
[0: 178/379] train loss: 0.175743 accuracy: 0.968750
[0: 179/379] train loss: 0.623897 accuracy: 0.875000
[0: 180/379] train loss: 0.555766 accuracy: 0.750000
[0: 180/379] [94mtest[39m loss: 0.527077 accuracy: 0.843750
[0: 181/379] train loss: 0.603131 accuracy: 0.750000
[0: 182/379] train loss: 1.474511 accuracy: 0.656250
[0: 183/379] train loss: 0.589668 accuracy: 0.843750
[0: 184/379] train loss: 0.506443 accuracy: 0.843750
[0: 185/379] train loss: 1.212410 accuracy: 0.781250
[0: 186/379] train loss: 0.538610 accuracy: 0.812500
[0: 187/379] train loss: 0.360331 accuracy: 0.906250
[0: 188/379] train loss: 0.296432 accuracy: 0.906250
[0: 189/379] train loss: 0.610554 accuracy: 0.843750
[0: 190/379] train loss: 0.504298 accuracy: 0.843750
[0: 190/379] [94mtest[39m loss: 0.305636 accuracy: 0.906250
[0: 191/379] train loss: 0.335189 accuracy: 0.906250
[0: 192/379] train loss: 0.826298 accuracy: 0.718750
[0: 193/379] train loss: 0.655243 accuracy: 0.781250
[0: 194/379] train loss: 0.549967 accuracy: 0.812500
[0: 195/379] train loss: 0.756189 accuracy: 0.812500
[0: 196/379] train loss: 0.889724 accuracy: 0.750000
[0: 197/379] train loss: 0.475216 accuracy: 0.875000
[0: 198/379] train loss: 0.361612 accuracy: 0.906250
[0: 199/379] train loss: 0.417641 accuracy: 0.906250
[0: 200/379] train loss: 0.395268 accuracy: 0.906250
[0: 200/379] [94mtest[39m loss: 0.371653 accuracy: 0.875000
[0: 201/379] train loss: 0.368809 accuracy: 0.875000
[0: 202/379] train loss: 0.362288 accuracy: 0.843750
[0: 203/379] train loss: 0.309428 accuracy: 0.906250
[0: 204/379] train loss: 0.264156 accuracy: 0.906250
[0: 205/379] train loss: 0.358351 accuracy: 0.906250
[0: 206/379] train loss: 0.455486 accuracy: 0.906250
[0: 207/379] train loss: 0.810960 accuracy: 0.812500
[0: 208/379] train loss: 0.395495 accuracy: 0.843750
[0: 209/379] train loss: 0.522422 accuracy: 0.781250
[0: 210/379] train loss: 0.606059 accuracy: 0.750000
[0: 210/379] [94mtest[39m loss: 0.398901 accuracy: 0.812500
[0: 211/379] train loss: 0.446911 accuracy: 0.875000
[0: 212/379] train loss: 0.657878 accuracy: 0.750000
[0: 213/379] train loss: 0.598047 accuracy: 0.843750
[0: 214/379] train loss: 0.187932 accuracy: 0.968750
[0: 215/379] train loss: 0.575050 accuracy: 0.843750
[0: 216/379] train loss: 0.255578 accuracy: 0.937500
[0: 217/379] train loss: 0.661837 accuracy: 0.843750
[0: 218/379] train loss: 0.343157 accuracy: 0.906250
[0: 219/379] train loss: 0.239963 accuracy: 0.968750
[0: 220/379] train loss: 0.463410 accuracy: 0.781250
[0: 220/379] [94mtest[39m loss: 0.358478 accuracy: 0.875000
[0: 221/379] train loss: 0.309485 accuracy: 0.906250
[0: 222/379] train loss: 0.441815 accuracy: 0.906250
[0: 223/379] train loss: 0.898331 accuracy: 0.718750
[0: 224/379] train loss: 0.658359 accuracy: 0.781250
[0: 225/379] train loss: 0.296035 accuracy: 0.875000
[0: 226/379] train loss: 0.492330 accuracy: 0.812500
[0: 227/379] train loss: 0.434952 accuracy: 0.875000
[0: 228/379] train loss: 0.432054 accuracy: 0.843750
[0: 229/379] train loss: 0.265569 accuracy: 0.937500
[0: 230/379] train loss: 0.375067 accuracy: 0.875000
[0: 230/379] [94mtest[39m loss: 0.426268 accuracy: 0.906250
[0: 231/379] train loss: 0.217444 accuracy: 0.937500
[0: 232/379] train loss: 0.319861 accuracy: 0.906250
[0: 233/379] train loss: 0.418747 accuracy: 0.843750
[0: 234/379] train loss: 0.532475 accuracy: 0.875000
[0: 235/379] train loss: 0.418544 accuracy: 0.875000
[0: 236/379] train loss: 0.411723 accuracy: 0.875000
[0: 237/379] train loss: 0.617431 accuracy: 0.781250
[0: 238/379] train loss: 0.493035 accuracy: 0.812500
[0: 239/379] train loss: 0.309316 accuracy: 0.875000
[0: 240/379] train loss: 0.258397 accuracy: 0.906250
[0: 240/379] [94mtest[39m loss: 0.286233 accuracy: 0.937500
[0: 241/379] train loss: 0.515697 accuracy: 0.781250
[0: 242/379] train loss: 0.603554 accuracy: 0.843750
[0: 243/379] train loss: 0.679733 accuracy: 0.781250
[0: 244/379] train loss: 0.487764 accuracy: 0.843750
[0: 245/379] train loss: 0.292148 accuracy: 0.906250
[0: 246/379] train loss: 0.371551 accuracy: 0.906250
[0: 247/379] train loss: 0.450783 accuracy: 0.875000
[0: 248/379] train loss: 0.541985 accuracy: 0.750000
[0: 249/379] train loss: 0.226009 accuracy: 0.906250
[0: 250/379] train loss: 0.701932 accuracy: 0.781250
[0: 250/379] [94mtest[39m loss: 0.598797 accuracy: 0.781250
[0: 251/379] train loss: 0.355456 accuracy: 0.875000
[0: 252/379] train loss: 0.337512 accuracy: 0.906250
[0: 253/379] train loss: 0.451906 accuracy: 0.781250
[0: 254/379] train loss: 0.344500 accuracy: 0.875000
[0: 255/379] train loss: 0.455039 accuracy: 0.843750
[0: 256/379] train loss: 0.807725 accuracy: 0.781250
[0: 257/379] train loss: 0.128363 accuracy: 1.000000
[0: 258/379] train loss: 0.611888 accuracy: 0.812500
[0: 259/379] train loss: 0.387442 accuracy: 0.875000
[0: 260/379] train loss: 0.335389 accuracy: 0.906250
[0: 260/379] [94mtest[39m loss: 0.304418 accuracy: 0.875000
[0: 261/379] train loss: 0.246607 accuracy: 0.906250
[0: 262/379] train loss: 0.404211 accuracy: 0.875000
[0: 263/379] train loss: 0.623985 accuracy: 0.812500
[0: 264/379] train loss: 0.408798 accuracy: 0.906250
[0: 265/379] train loss: 0.381566 accuracy: 0.906250
[0: 266/379] train loss: 0.328908 accuracy: 0.875000
[0: 267/379] train loss: 0.293441 accuracy: 0.937500
[0: 268/379] train loss: 0.246970 accuracy: 0.875000
[0: 269/379] train loss: 0.517281 accuracy: 0.875000
[0: 270/379] train loss: 0.570582 accuracy: 0.843750
[0: 270/379] [94mtest[39m loss: 0.333253 accuracy: 0.906250
[0: 271/379] train loss: 0.632186 accuracy: 0.875000
[0: 272/379] train loss: 0.441392 accuracy: 0.843750
[0: 273/379] train loss: 0.504209 accuracy: 0.781250
[0: 274/379] train loss: 0.350874 accuracy: 0.812500
[0: 275/379] train loss: 0.235512 accuracy: 0.968750
[0: 276/379] train loss: 0.393917 accuracy: 0.875000
[0: 277/379] train loss: 0.426667 accuracy: 0.875000
[0: 278/379] train loss: 0.147857 accuracy: 0.968750
[0: 279/379] train loss: 0.424426 accuracy: 0.906250
[0: 280/379] train loss: 0.395329 accuracy: 0.843750
[0: 280/379] [94mtest[39m loss: 0.235438 accuracy: 0.937500
[0: 281/379] train loss: 0.421947 accuracy: 0.875000
[0: 282/379] train loss: 0.181051 accuracy: 0.906250
[0: 283/379] train loss: 0.329933 accuracy: 0.906250
[0: 284/379] train loss: 0.457253 accuracy: 0.875000
[0: 285/379] train loss: 0.318007 accuracy: 0.937500
[0: 286/379] train loss: 0.436292 accuracy: 0.843750
[0: 287/379] train loss: 0.300972 accuracy: 0.937500
[0: 288/379] train loss: 0.170657 accuracy: 0.968750
[0: 289/379] train loss: 0.298991 accuracy: 0.937500
[0: 290/379] train loss: 0.529628 accuracy: 0.937500
[0: 290/379] [94mtest[39m loss: 0.372929 accuracy: 0.843750
[0: 291/379] train loss: 0.282206 accuracy: 0.937500
[0: 292/379] train loss: 0.304276 accuracy: 0.937500
[0: 293/379] train loss: 0.294004 accuracy: 0.875000
[0: 294/379] train loss: 0.178236 accuracy: 0.968750
[0: 295/379] train loss: 0.481797 accuracy: 0.875000
[0: 296/379] train loss: 0.737613 accuracy: 0.750000
[0: 297/379] train loss: 0.530680 accuracy: 0.812500
[0: 298/379] train loss: 0.581462 accuracy: 0.812500
[0: 299/379] train loss: 0.423506 accuracy: 0.843750
[0: 300/379] train loss: 0.427692 accuracy: 0.875000
[0: 300/379] [94mtest[39m loss: 0.285279 accuracy: 0.937500
[0: 301/379] train loss: 0.695960 accuracy: 0.843750
[0: 302/379] train loss: 0.319694 accuracy: 0.906250
[0: 303/379] train loss: 0.476752 accuracy: 0.843750
[0: 304/379] train loss: 0.852432 accuracy: 0.750000
[0: 305/379] train loss: 0.261982 accuracy: 0.937500
[0: 306/379] train loss: 0.591585 accuracy: 0.812500
[0: 307/379] train loss: 0.343836 accuracy: 0.968750
[0: 308/379] train loss: 0.382301 accuracy: 0.843750
[0: 309/379] train loss: 0.366392 accuracy: 0.843750
[0: 310/379] train loss: 0.510657 accuracy: 0.812500
[0: 310/379] [94mtest[39m loss: 0.604502 accuracy: 0.781250
[0: 311/379] train loss: 0.577029 accuracy: 0.781250
[0: 312/379] train loss: 0.493507 accuracy: 0.812500
[0: 313/379] train loss: 0.470831 accuracy: 0.906250
[0: 314/379] train loss: 0.190466 accuracy: 1.000000
[0: 315/379] train loss: 0.202420 accuracy: 0.968750
[0: 316/379] train loss: 0.628601 accuracy: 0.843750
[0: 317/379] train loss: 0.237965 accuracy: 0.906250
[0: 318/379] train loss: 0.364637 accuracy: 0.875000
[0: 319/379] train loss: 0.262045 accuracy: 0.906250
[0: 320/379] train loss: 0.381271 accuracy: 0.906250
[0: 320/379] [94mtest[39m loss: 0.315272 accuracy: 0.937500
[0: 321/379] train loss: 0.229779 accuracy: 0.937500
[0: 322/379] train loss: 0.141130 accuracy: 0.968750
[0: 323/379] train loss: 0.105131 accuracy: 0.968750
[0: 324/379] train loss: 0.458502 accuracy: 0.875000
[0: 325/379] train loss: 0.228511 accuracy: 0.937500
[0: 326/379] train loss: 0.362900 accuracy: 0.875000
[0: 327/379] train loss: 0.492290 accuracy: 0.906250
[0: 328/379] train loss: 0.238516 accuracy: 0.937500
[0: 329/379] train loss: 0.354261 accuracy: 0.875000
[0: 330/379] train loss: 0.196811 accuracy: 0.937500
[0: 330/379] [94mtest[39m loss: 0.537827 accuracy: 0.906250
[0: 331/379] train loss: 0.414886 accuracy: 0.906250
[0: 332/379] train loss: 0.524609 accuracy: 0.812500
[0: 333/379] train loss: 0.477383 accuracy: 0.843750
[0: 334/379] train loss: 0.934674 accuracy: 0.687500
[0: 335/379] train loss: 0.227942 accuracy: 0.906250
[0: 336/379] train loss: 0.236483 accuracy: 0.968750
[0: 337/379] train loss: 0.424790 accuracy: 0.843750
[0: 338/379] train loss: 0.379565 accuracy: 0.906250
[0: 339/379] train loss: 0.447264 accuracy: 0.843750
[0: 340/379] train loss: 0.670503 accuracy: 0.781250
[0: 340/379] [94mtest[39m loss: 0.305791 accuracy: 0.937500
[0: 341/379] train loss: 0.345844 accuracy: 0.875000
[0: 342/379] train loss: 0.158610 accuracy: 0.937500
[0: 343/379] train loss: 0.262552 accuracy: 0.937500
[0: 344/379] train loss: 0.188100 accuracy: 0.968750
[0: 345/379] train loss: 0.345967 accuracy: 0.875000
[0: 346/379] train loss: 0.329003 accuracy: 0.875000
[0: 347/379] train loss: 0.545586 accuracy: 0.843750
[0: 348/379] train loss: 0.325545 accuracy: 0.937500
[0: 349/379] train loss: 0.465289 accuracy: 0.812500
[0: 350/379] train loss: 0.220843 accuracy: 0.906250
[0: 350/379] [94mtest[39m loss: 0.232407 accuracy: 0.937500
[0: 351/379] train loss: 0.439014 accuracy: 0.843750
[0: 352/379] train loss: 0.379043 accuracy: 0.875000
[0: 353/379] train loss: 0.436761 accuracy: 0.875000
[0: 354/379] train loss: 0.314412 accuracy: 0.937500
[0: 355/379] train loss: 0.403475 accuracy: 0.906250
