Random Seed:  8458
{'Airplane': 0, 'Bag': 1, 'Cap': 2, 'Car': 3, 'Chair': 4, 'Earphone': 5, 'Guitar': 6, 'Knife': 7, 'Lamp': 8, 'Laptop': 9, 'Motorbike': 10, 'Mug': 11, 'Pistol': 12, 'Rocket': 13, 'Skateboard': 14, 'Table': 15}
{'Airplane': 4, 'Bag': 2, 'Cap': 2, 'Car': 4, 'Chair': 4, 'Earphone': 3, 'Guitar': 3, 'Knife': 2, 'Lamp': 4, 'Laptop': 2, 'Motorbike': 6, 'Mug': 2, 'Pistol': 3, 'Rocket': 3, 'Skateboard': 3, 'Table': 3} 4
{'Airplane': 0, 'Bag': 1, 'Cap': 2, 'Car': 3, 'Chair': 4, 'Earphone': 5, 'Guitar': 6, 'Knife': 7, 'Lamp': 8, 'Laptop': 9, 'Motorbike': 10, 'Mug': 11, 'Pistol': 12, 'Rocket': 13, 'Skateboard': 14, 'Table': 15}
{'Airplane': 4, 'Bag': 2, 'Cap': 2, 'Car': 4, 'Chair': 4, 'Earphone': 3, 'Guitar': 3, 'Knife': 2, 'Lamp': 4, 'Laptop': 2, 'Motorbike': 6, 'Mug': 2, 'Pistol': 3, 'Rocket': 3, 'Skateboard': 3, 'Table': 3} 4
{'Airplane': 0, 'Bag': 1, 'Cap': 2, 'Car': 3, 'Chair': 4, 'Earphone': 5, 'Guitar': 6, 'Knife': 7, 'Lamp': 8, 'Laptop': 9, 'Motorbike': 10, 'Mug': 11, 'Pistol': 12, 'Rocket': 13, 'Skateboard': 14, 'Table': 15}
{'Airplane': 4, 'Bag': 2, 'Cap': 2, 'Car': 4, 'Chair': 4, 'Earphone': 3, 'Guitar': 3, 'Knife': 2, 'Lamp': 4, 'Laptop': 2, 'Motorbike': 6, 'Mug': 2, 'Pistol': 3, 'Rocket': 3, 'Skateboard': 3, 'Table': 3} 4
12137 2874
classes 16
/home/haoran/.local/lib/python3.8/site-packages/torch/optim/lr_scheduler.py:138: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
  warnings.warn("Detected call of `lr_scheduler.step()` before `optimizer.step()`. "
[0: 35/379] train loss: 0.920458 accuracy: 0.687500
[0: 36/379] train loss: 0.804182 accuracy: 0.781250
[0: 37/379] train loss: 0.860222 accuracy: 0.812500
[0: 38/379] train loss: 0.894638 accuracy: 0.812500
[0: 39/379] train loss: 0.913472 accuracy: 0.781250
[0: 40/379] train loss: 1.061296 accuracy: 0.750000
[0: 40/379] [94mtest[39m loss: 1.715844 accuracy: 0.593750
[0: 41/379] train loss: 0.741180 accuracy: 0.843750
[0: 42/379] train loss: 0.830579 accuracy: 0.687500
[0: 43/379] train loss: 0.890947 accuracy: 0.750000
[0: 44/379] train loss: 0.828321 accuracy: 0.718750
[0: 45/379] train loss: 0.845404 accuracy: 0.812500
[0: 46/379] train loss: 0.756403 accuracy: 0.843750
[0: 47/379] train loss: 1.240335 accuracy: 0.562500
[0: 48/379] train loss: 1.306954 accuracy: 0.656250
[0: 49/379] train loss: 0.650317 accuracy: 0.781250
[0: 50/379] train loss: 0.973173 accuracy: 0.687500
[0: 50/379] [94mtest[39m loss: 0.694760 accuracy: 0.875000
[0: 51/379] train loss: 0.752231 accuracy: 0.781250
[0: 52/379] train loss: 0.737342 accuracy: 0.781250
[0: 53/379] train loss: 0.512974 accuracy: 0.906250
[0: 54/379] train loss: 0.702020 accuracy: 0.812500
[0: 55/379] train loss: 1.122325 accuracy: 0.625000
[0: 56/379] train loss: 0.848152 accuracy: 0.687500
[0: 57/379] train loss: 0.758833 accuracy: 0.718750
[0: 58/379] train loss: 0.815234 accuracy: 0.781250
[0: 59/379] train loss: 0.692122 accuracy: 0.781250
[0: 60/379] train loss: 0.834301 accuracy: 0.687500
[0: 60/379] [94mtest[39m loss: 0.589494 accuracy: 0.843750
[0: 61/379] train loss: 0.599596 accuracy: 0.781250
[0: 62/379] train loss: 0.702264 accuracy: 0.781250
[0: 63/379] train loss: 0.520665 accuracy: 0.843750
[0: 64/379] train loss: 0.867826 accuracy: 0.656250
[0: 65/379] train loss: 0.453432 accuracy: 0.906250
[0: 66/379] train loss: 0.616305 accuracy: 0.812500
[0: 67/379] train loss: 1.166176 accuracy: 0.593750
[0: 68/379] train loss: 0.931297 accuracy: 0.687500
[0: 69/379] train loss: 0.564608 accuracy: 0.843750
[0: 70/379] train loss: 0.537877 accuracy: 0.812500
[0: 70/379] [94mtest[39m loss: 0.562265 accuracy: 0.812500
[0: 71/379] train loss: 0.756953 accuracy: 0.687500
[0: 72/379] train loss: 0.697261 accuracy: 0.781250
[0: 73/379] train loss: 1.001645 accuracy: 0.687500
[0: 74/379] train loss: 0.562374 accuracy: 0.781250
[0: 75/379] train loss: 1.222591 accuracy: 0.593750
[0: 76/379] train loss: 0.697887 accuracy: 0.812500
[0: 77/379] train loss: 0.690386 accuracy: 0.781250
[0: 78/379] train loss: 0.821123 accuracy: 0.687500
[0: 79/379] train loss: 0.872341 accuracy: 0.687500
[0: 80/379] train loss: 0.630077 accuracy: 0.843750
[0: 80/379] [94mtest[39m loss: 0.781007 accuracy: 0.750000
[0: 81/379] train loss: 0.358684 accuracy: 0.937500
[0: 82/379] train loss: 0.640667 accuracy: 0.843750
[0: 83/379] train loss: 0.542624 accuracy: 0.843750
[0: 84/379] train loss: 0.915440 accuracy: 0.781250
[0: 85/379] train loss: 0.651341 accuracy: 0.812500
[0: 86/379] train loss: 0.823890 accuracy: 0.750000
[0: 87/379] train loss: 1.153007 accuracy: 0.625000
[0: 88/379] train loss: 0.484443 accuracy: 0.906250
[0: 89/379] train loss: 1.161169 accuracy: 0.750000
[0: 90/379] train loss: 0.212726 accuracy: 1.000000
[0: 90/379] [94mtest[39m loss: 0.847298 accuracy: 0.750000
[0: 91/379] train loss: 0.515438 accuracy: 0.906250
[0: 92/379] train loss: 0.450327 accuracy: 0.843750
[0: 93/379] train loss: 0.432057 accuracy: 0.843750
[0: 94/379] train loss: 0.453379 accuracy: 0.843750
[0: 95/379] train loss: 0.573180 accuracy: 0.781250
[0: 96/379] train loss: 0.598344 accuracy: 0.875000
[0: 97/379] train loss: 0.668842 accuracy: 0.781250
[0: 98/379] train loss: 0.734797 accuracy: 0.750000
[0: 99/379] train loss: 0.588229 accuracy: 0.781250
[0: 100/379] train loss: 0.483679 accuracy: 0.875000
[0: 100/379] [94mtest[39m loss: 0.491681 accuracy: 0.875000
[0: 101/379] train loss: 0.584769 accuracy: 0.750000
[0: 102/379] train loss: 0.523596 accuracy: 0.843750
[0: 103/379] train loss: 0.691117 accuracy: 0.812500
[0: 104/379] train loss: 0.439082 accuracy: 0.906250
[0: 105/379] train loss: 0.700089 accuracy: 0.812500
[0: 106/379] train loss: 0.790917 accuracy: 0.781250
[0: 107/379] train loss: 0.821100 accuracy: 0.750000
[0: 108/379] train loss: 0.213565 accuracy: 0.968750
[0: 109/379] train loss: 0.672410 accuracy: 0.781250
[0: 110/379] train loss: 0.339817 accuracy: 0.937500
[0: 110/379] [94mtest[39m loss: 0.427943 accuracy: 0.906250
[0: 111/379] train loss: 0.353116 accuracy: 0.906250
[0: 112/379] train loss: 0.580770 accuracy: 0.781250
[0: 113/379] train loss: 0.838850 accuracy: 0.812500
[0: 114/379] train loss: 1.084698 accuracy: 0.687500
[0: 115/379] train loss: 0.741661 accuracy: 0.812500
[0: 116/379] train loss: 0.927721 accuracy: 0.656250
[0: 117/379] train loss: 0.423533 accuracy: 0.843750
[0: 118/379] train loss: 0.770179 accuracy: 0.812500
[0: 119/379] train loss: 0.887457 accuracy: 0.750000
[0: 120/379] train loss: 0.576175 accuracy: 0.812500
[0: 120/379] [94mtest[39m loss: 1.222038 accuracy: 0.656250
[0: 121/379] train loss: 0.803605 accuracy: 0.718750
[0: 122/379] train loss: 0.437926 accuracy: 0.843750
[0: 123/379] train loss: 0.784806 accuracy: 0.812500
[0: 124/379] train loss: 0.814751 accuracy: 0.812500
[0: 125/379] train loss: 0.596203 accuracy: 0.843750
[0: 126/379] train loss: 0.738226 accuracy: 0.781250
[0: 127/379] train loss: 0.507527 accuracy: 0.781250
[0: 128/379] train loss: 0.619536 accuracy: 0.812500
[0: 129/379] train loss: 0.629037 accuracy: 0.750000
[0: 130/379] train loss: 0.591677 accuracy: 0.781250
[0: 130/379] [94mtest[39m loss: 0.822902 accuracy: 0.781250
[0: 131/379] train loss: 0.716493 accuracy: 0.875000
[0: 132/379] train loss: 0.764609 accuracy: 0.750000
[0: 133/379] train loss: 0.552854 accuracy: 0.812500
[0: 134/379] train loss: 0.568676 accuracy: 0.812500
[0: 135/379] train loss: 0.935257 accuracy: 0.750000
[0: 136/379] train loss: 0.520144 accuracy: 0.812500
[0: 137/379] train loss: 0.947648 accuracy: 0.750000
[0: 138/379] train loss: 0.613633 accuracy: 0.750000
[0: 139/379] train loss: 0.841232 accuracy: 0.781250
[0: 140/379] train loss: 0.449006 accuracy: 0.906250
[0: 140/379] [94mtest[39m loss: 0.973841 accuracy: 0.781250
[0: 141/379] train loss: 0.330722 accuracy: 0.906250
[0: 142/379] train loss: 0.876348 accuracy: 0.781250
[0: 143/379] train loss: 0.497614 accuracy: 0.843750
[0: 144/379] train loss: 0.755948 accuracy: 0.718750
[0: 145/379] train loss: 0.304577 accuracy: 0.937500
[0: 146/379] train loss: 0.674809 accuracy: 0.781250
[0: 147/379] train loss: 0.446109 accuracy: 0.843750
[0: 148/379] train loss: 0.758959 accuracy: 0.875000
[0: 149/379] train loss: 0.612577 accuracy: 0.750000
[0: 150/379] train loss: 0.436056 accuracy: 0.937500
[0: 150/379] [94mtest[39m loss: 0.810184 accuracy: 0.750000
[0: 151/379] train loss: 0.538706 accuracy: 0.843750
[0: 152/379] train loss: 0.608685 accuracy: 0.812500
[0: 153/379] train loss: 0.900244 accuracy: 0.781250
[0: 154/379] train loss: 0.966043 accuracy: 0.718750
[0: 155/379] train loss: 0.538011 accuracy: 0.812500
[0: 156/379] train loss: 0.594508 accuracy: 0.812500
[0: 157/379] train loss: 0.402504 accuracy: 0.875000
[0: 158/379] train loss: 0.480199 accuracy: 0.875000
[0: 159/379] train loss: 0.516183 accuracy: 0.843750
[0: 160/379] train loss: 0.529039 accuracy: 0.812500
[0: 160/379] [94mtest[39m loss: 0.477967 accuracy: 0.875000
[0: 161/379] train loss: 0.593789 accuracy: 0.875000
[0: 162/379] train loss: 0.963251 accuracy: 0.750000
[0: 163/379] train loss: 0.930507 accuracy: 0.812500
[0: 164/379] train loss: 0.559316 accuracy: 0.843750
[0: 165/379] train loss: 0.543574 accuracy: 0.843750
[0: 166/379] train loss: 0.481758 accuracy: 0.875000
[0: 167/379] train loss: 0.349454 accuracy: 0.875000
[0: 168/379] train loss: 0.595641 accuracy: 0.718750
[0: 169/379] train loss: 0.355528 accuracy: 0.875000
[0: 170/379] train loss: 0.552217 accuracy: 0.812500
[0: 170/379] [94mtest[39m loss: 0.627143 accuracy: 0.781250
[0: 171/379] train loss: 0.698980 accuracy: 0.781250
[0: 172/379] train loss: 0.678230 accuracy: 0.812500
[0: 173/379] train loss: 0.232648 accuracy: 0.968750
[0: 174/379] train loss: 0.569576 accuracy: 0.750000
[0: 175/379] train loss: 0.416979 accuracy: 0.843750
[0: 176/379] train loss: 0.263555 accuracy: 0.968750
[0: 177/379] train loss: 0.620628 accuracy: 0.843750
[0: 178/379] train loss: 0.934175 accuracy: 0.750000
[0: 179/379] train loss: 0.714154 accuracy: 0.781250
[0: 180/379] train loss: 0.663207 accuracy: 0.875000
[0: 180/379] [94mtest[39m loss: 0.494515 accuracy: 0.906250
[0: 181/379] train loss: 0.401957 accuracy: 0.843750
[0: 182/379] train loss: 0.359531 accuracy: 0.875000
[0: 183/379] train loss: 0.296516 accuracy: 0.906250
[0: 184/379] train loss: 0.656417 accuracy: 0.812500
[0: 185/379] train loss: 0.474491 accuracy: 0.875000
[0: 186/379] train loss: 0.864038 accuracy: 0.718750
[0: 187/379] train loss: 0.409462 accuracy: 0.906250
[0: 188/379] train loss: 0.258444 accuracy: 0.906250
[0: 189/379] train loss: 0.548928 accuracy: 0.812500
[0: 190/379] train loss: 0.508282 accuracy: 0.875000
[0: 190/379] [94mtest[39m loss: 0.286988 accuracy: 0.968750
[0: 191/379] train loss: 0.592052 accuracy: 0.812500
[0: 192/379] train loss: 0.585498 accuracy: 0.875000
[0: 193/379] train loss: 0.466340 accuracy: 0.875000
[0: 194/379] train loss: 0.395311 accuracy: 0.875000
[0: 195/379] train loss: 0.415537 accuracy: 0.875000
[0: 196/379] train loss: 0.605382 accuracy: 0.781250
[0: 197/379] train loss: 0.360678 accuracy: 0.906250
[0: 198/379] train loss: 0.361649 accuracy: 0.906250
[0: 199/379] train loss: 0.519015 accuracy: 0.812500
[0: 200/379] train loss: 0.304463 accuracy: 0.937500
[0: 200/379] [94mtest[39m loss: 0.362220 accuracy: 0.843750
[0: 201/379] train loss: 0.525767 accuracy: 0.812500
[0: 202/379] train loss: 0.937846 accuracy: 0.718750
[0: 203/379] train loss: 0.388419 accuracy: 0.906250
[0: 204/379] train loss: 0.480666 accuracy: 0.812500
[0: 205/379] train loss: 0.465537 accuracy: 0.781250
[0: 206/379] train loss: 0.488792 accuracy: 0.843750
[0: 207/379] train loss: 0.886331 accuracy: 0.812500
[0: 208/379] train loss: 0.528170 accuracy: 0.781250
[0: 209/379] train loss: 0.873165 accuracy: 0.781250
[0: 210/379] train loss: 0.203975 accuracy: 0.968750
[0: 210/379] [94mtest[39m loss: 0.304616 accuracy: 0.906250
[0: 211/379] train loss: 0.403209 accuracy: 0.875000
[0: 212/379] train loss: 0.669303 accuracy: 0.812500
[0: 213/379] train loss: 0.357692 accuracy: 0.875000
[0: 214/379] train loss: 0.723707 accuracy: 0.718750
[0: 215/379] train loss: 0.838794 accuracy: 0.687500
[0: 216/379] train loss: 0.439472 accuracy: 0.812500
[0: 217/379] train loss: 0.452759 accuracy: 0.875000
[0: 218/379] train loss: 0.856939 accuracy: 0.625000
[0: 219/379] train loss: 0.805217 accuracy: 0.781250
[0: 220/379] train loss: 0.401486 accuracy: 0.875000
[0: 220/379] [94mtest[39m loss: 0.582480 accuracy: 0.781250
[0: 221/379] train loss: 0.360396 accuracy: 0.906250
[0: 222/379] train loss: 0.508772 accuracy: 0.875000
[0: 223/379] train loss: 0.220432 accuracy: 0.937500
[0: 224/379] train loss: 0.508439 accuracy: 0.812500
[0: 225/379] train loss: 0.546318 accuracy: 0.875000
[0: 226/379] train loss: 0.624040 accuracy: 0.812500
[0: 227/379] train loss: 0.439065 accuracy: 0.875000
[0: 228/379] train loss: 0.765094 accuracy: 0.875000
[0: 229/379] train loss: 0.602086 accuracy: 0.906250
[0: 230/379] train loss: 0.270389 accuracy: 0.937500
[0: 230/379] [94mtest[39m loss: 0.369297 accuracy: 0.875000
[0: 231/379] train loss: 0.238601 accuracy: 0.937500
[0: 232/379] train loss: 0.366596 accuracy: 0.906250
[0: 233/379] train loss: 0.939203 accuracy: 0.718750
[0: 234/379] train loss: 0.886471 accuracy: 0.718750
[0: 235/379] train loss: 0.533558 accuracy: 0.781250
[0: 236/379] train loss: 0.468935 accuracy: 0.843750
[0: 237/379] train loss: 0.508739 accuracy: 0.812500
[0: 238/379] train loss: 0.818286 accuracy: 0.843750
[0: 239/379] train loss: 0.436944 accuracy: 0.906250
[0: 240/379] train loss: 0.588016 accuracy: 0.843750
[0: 240/379] [94mtest[39m loss: 1.006374 accuracy: 0.781250
[0: 241/379] train loss: 0.484032 accuracy: 0.875000
[0: 242/379] train loss: 0.810941 accuracy: 0.750000
[0: 243/379] train loss: 0.494714 accuracy: 0.843750
[0: 244/379] train loss: 0.460732 accuracy: 0.812500
[0: 245/379] train loss: 0.612587 accuracy: 0.812500
[0: 246/379] train loss: 0.457095 accuracy: 0.843750
[0: 247/379] train loss: 0.174147 accuracy: 1.000000
[0: 248/379] train loss: 0.824914 accuracy: 0.750000
[0: 249/379] train loss: 0.401994 accuracy: 0.968750
[0: 250/379] train loss: 0.428775 accuracy: 0.875000
[0: 250/379] [94mtest[39m loss: 0.876821 accuracy: 0.781250
[0: 251/379] train loss: 0.422712 accuracy: 0.875000
[0: 252/379] train loss: 0.541385 accuracy: 0.906250
[0: 253/379] train loss: 0.385880 accuracy: 0.906250
[0: 254/379] train loss: 0.399240 accuracy: 0.843750
[0: 255/379] train loss: 0.796227 accuracy: 0.718750
[0: 256/379] train loss: 0.475781 accuracy: 0.750000
[0: 257/379] train loss: 0.528283 accuracy: 0.875000
[0: 258/379] train loss: 0.585604 accuracy: 0.843750
[0: 259/379] train loss: 0.463030 accuracy: 0.812500
[0: 260/379] train loss: 0.607991 accuracy: 0.843750
[0: 260/379] [94mtest[39m loss: 0.334235 accuracy: 0.875000
[0: 261/379] train loss: 0.651842 accuracy: 0.781250
[0: 262/379] train loss: 0.577282 accuracy: 0.781250
[0: 263/379] train loss: 0.331068 accuracy: 0.937500
[0: 264/379] train loss: 0.880936 accuracy: 0.718750
[0: 265/379] train loss: 0.624999 accuracy: 0.843750
[0: 266/379] train loss: 0.540834 accuracy: 0.843750
[0: 267/379] train loss: 0.253047 accuracy: 0.906250
[0: 268/379] train loss: 0.486287 accuracy: 0.875000
[0: 269/379] train loss: 0.767489 accuracy: 0.781250
[0: 270/379] train loss: 0.615467 accuracy: 0.812500
[0: 270/379] [94mtest[39m loss: 0.271151 accuracy: 0.906250
[0: 271/379] train loss: 0.346441 accuracy: 0.937500
[0: 272/379] train loss: 0.923435 accuracy: 0.781250
[0: 273/379] train loss: 0.805588 accuracy: 0.718750
[0: 274/379] train loss: 0.408023 accuracy: 0.906250
[0: 275/379] train loss: 0.703725 accuracy: 0.656250
[0: 276/379] train loss: 0.323089 accuracy: 0.843750
[0: 277/379] train loss: 0.243814 accuracy: 0.937500
[0: 278/379] train loss: 0.699101 accuracy: 0.812500
[0: 279/379] train loss: 0.230817 accuracy: 0.906250
[0: 280/379] train loss: 0.793858 accuracy: 0.843750
[0: 280/379] [94mtest[39m loss: 0.521806 accuracy: 0.781250
[0: 281/379] train loss: 0.385252 accuracy: 0.937500
[0: 282/379] train loss: 0.591787 accuracy: 0.843750
[0: 283/379] train loss: 0.403930 accuracy: 0.875000
[0: 284/379] train loss: 0.731835 accuracy: 0.875000
[0: 285/379] train loss: 0.958127 accuracy: 0.718750
[0: 286/379] train loss: 0.282041 accuracy: 0.875000
[0: 287/379] train loss: 0.547629 accuracy: 0.812500
[0: 288/379] train loss: 0.985246 accuracy: 0.750000
[0: 289/379] train loss: 0.342788 accuracy: 0.906250
[0: 290/379] train loss: 0.657630 accuracy: 0.781250
[0: 290/379] [94mtest[39m loss: 0.178322 accuracy: 0.968750
[0: 291/379] train loss: 0.598240 accuracy: 0.781250
[0: 292/379] train loss: 0.566032 accuracy: 0.843750
[0: 293/379] train loss: 0.875118 accuracy: 0.718750
[0: 294/379] train loss: 0.528444 accuracy: 0.937500
[0: 295/379] train loss: 0.660006 accuracy: 0.750000
[0: 296/379] train loss: 0.734096 accuracy: 0.718750
[0: 297/379] train loss: 0.391152 accuracy: 0.875000
[0: 298/379] train loss: 0.808966 accuracy: 0.750000
[0: 299/379] train loss: 0.546425 accuracy: 0.875000
[0: 300/379] train loss: 0.451758 accuracy: 0.906250
[0: 300/379] [94mtest[39m loss: 0.355401 accuracy: 0.937500
[0: 301/379] train loss: 0.479493 accuracy: 0.843750
[0: 302/379] train loss: 0.576147 accuracy: 0.843750
[0: 303/379] train loss: 0.304764 accuracy: 0.906250
[0: 304/379] train loss: 0.378783 accuracy: 0.843750
[0: 305/379] train loss: 0.237591 accuracy: 0.968750
[0: 306/379] train loss: 0.231039 accuracy: 0.937500
[0: 307/379] train loss: 0.312407 accuracy: 0.937500
[0: 308/379] train loss: 0.407850 accuracy: 0.906250
[0: 309/379] train loss: 0.386262 accuracy: 0.875000
[0: 310/379] train loss: 0.215219 accuracy: 0.937500
[0: 310/379] [94mtest[39m loss: 0.216671 accuracy: 0.937500
[0: 311/379] train loss: 0.704614 accuracy: 0.781250
[0: 312/379] train loss: 0.431213 accuracy: 0.875000
[0: 313/379] train loss: 0.561513 accuracy: 0.812500
[0: 314/379] train loss: 0.233615 accuracy: 0.906250
[0: 315/379] train loss: 0.180285 accuracy: 0.968750
[0: 316/379] train loss: 0.560032 accuracy: 0.843750
[0: 317/379] train loss: 0.394274 accuracy: 0.875000
[0: 318/379] train loss: 0.297037 accuracy: 0.875000
[0: 319/379] train loss: 0.659247 accuracy: 0.812500
[0: 320/379] train loss: 0.346912 accuracy: 0.875000
[0: 320/379] [94mtest[39m loss: 0.229183 accuracy: 0.906250
[0: 321/379] train loss: 0.152026 accuracy: 1.000000
[0: 322/379] train loss: 0.435648 accuracy: 0.875000
[0: 323/379] train loss: 0.492599 accuracy: 0.875000
[0: 324/379] train loss: 0.290488 accuracy: 0.937500
[0: 325/379] train loss: 0.300630 accuracy: 0.906250
[0: 326/379] train loss: 0.504230 accuracy: 0.875000
[0: 327/379] train loss: 0.306980 accuracy: 0.937500
[0: 328/379] train loss: 0.299776 accuracy: 0.875000
[0: 329/379] train loss: 0.254954 accuracy: 0.875000
[0: 330/379] train loss: 0.672812 accuracy: 0.781250
[0: 330/379] [94mtest[39m loss: 0.324600 accuracy: 0.875000
[0: 331/379] train loss: 0.593594 accuracy: 0.781250
[0: 332/379] train loss: 0.435220 accuracy: 0.906250
[0: 333/379] train loss: 0.564000 accuracy: 0.750000
[0: 334/379] train loss: 0.349224 accuracy: 0.875000
[0: 335/379] train loss: 0.228375 accuracy: 0.906250
[0: 336/379] train loss: 0.371816 accuracy: 0.875000
[0: 337/379] train loss: 0.458233 accuracy: 0.875000
[0: 338/379] train loss: 0.335277 accuracy: 0.875000
[0: 339/379] train loss: 0.238776 accuracy: 0.937500
[0: 340/379] train loss: 0.214730 accuracy: 0.875000
[0: 340/379] [94mtest[39m loss: 0.668684 accuracy: 0.812500
[0: 341/379] train loss: 0.482823 accuracy: 0.875000
[0: 342/379] train loss: 0.506675 accuracy: 0.812500
[0: 343/379] train loss: 0.096955 accuracy: 1.000000
[0: 344/379] train loss: 0.679124 accuracy: 0.781250
[0: 345/379] train loss: 0.356481 accuracy: 0.875000
[0: 346/379] train loss: 0.240878 accuracy: 0.968750
[0: 347/379] train loss: 0.223127 accuracy: 0.968750
[0: 348/379] train loss: 0.771907 accuracy: 0.750000
[0: 349/379] train loss: 0.224281 accuracy: 0.937500
[0: 350/379] train loss: 0.467638 accuracy: 0.875000
[0: 350/379] [94mtest[39m loss: 0.226982 accuracy: 0.937500
[0: 351/379] train loss: 0.507129 accuracy: 0.875000
[0: 352/379] train loss: 0.406780 accuracy: 0.875000
[0: 353/379] train loss: 0.379689 accuracy: 0.843750
[0: 354/379] train loss: 0.366920 accuracy: 0.906250
[0: 355/379] train loss: 0.430422 accuracy: 0.812500
